סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
264       ,שער הגולן                ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,619       ,36        ,91        ,185       ,78        ,53        ,176
265       ,בית יוסף                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,491       ,38        ,87        ,192       ,51        ,57        ,66
267       ,כפר שמריהו               ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,2527      ,110       ,448       ,697       ,340       ,288       ,644
268       ,טירת צבי                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,927       ,102       ,302       ,293       ,71        ,34        ,125
269       ,מולדת                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1231      ,76        ,316       ,398       ,213       ,86        ,142
270       ,עין השופט                ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,1188      ,54        ,176       ,402       ,144       ,90        ,322
272       ,מעוז חיים                ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,602       ,38        ,74        ,241       ,67        ,49        ,133
273       ,עין גב                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,651       ,56        ,95        ,237       ,62        ,66        ,135
274       ,כפר מנחם                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,1434      ,61        ,468       ,364       ,297       ,72        ,172
276       ,צור משה                  ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,2900      ,159       ,844       ,873       ,587       ,183       ,254
278       ,אושה                     ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,533       ,54        ,92        ,173       ,66        ,48        ,100
280       ,חניתה                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,983       ,47        ,206       ,308       ,136       ,85        ,201
281       ,פקיעין חדשה              ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,510       ,67        ,108       ,193       ,55        ,50        ,37
